City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
164,Kaeo,NZ,2022-07-25 03:23:53,-35.1,173.7833,63.32,97,100,20.92
165,Riyadh,SA,2022-07-25 03:23:24,24.6877,46.7219,91.54,18,78,10.02
166,Villazon,BO,2022-07-25 03:23:53,-22.0866,-65.5942,39.4,20,0,0.87
167,Kemise,ET,2022-07-25 03:23:54,10.7167,39.8667,68.29,75,100,4.7
168,Vanimo,PG,2022-07-25 03:23:55,-2.6741,141.3028,84.33,73,60,7.7
169,Muros,ES,2022-07-25 03:23:56,42.7762,-9.0603,63.09,91,31,3.06
170,Coahuayana,MX,2022-07-25 03:23:56,18.7333,-103.6833,78.62,88,95,2.28
171,Roald,NO,2022-07-25 03:23:57,62.5833,6.1333,61.9,94,100,5.75
172,Solnechnyy,RU,2022-07-25 03:23:57,50.7214,136.6319,83.25,47,2,5.57
173,El Prat De Llobregat,ES,2022-07-25 03:23:58,41.3278,2.0947,81.05,65,0,6.91
174,Khatanga,RU,2022-07-25 03:23:59,71.9667,102.5,74.66,62,93,15.66
175,Fortuna,US,2022-07-25 03:23:59,40.5982,-124.1573,56.93,83,33,1.01
176,Saskylakh,RU,2022-07-25 03:24:00,71.9167,114.0833,74.46,48,22,11.45
177,Cuajinicuilapa,MX,2022-07-25 03:24:00,16.4667,-98.4167,75.47,95,100,3.15
178,Port Hardy,CA,2022-07-25 03:24:01,50.6996,-127.4199,68.18,68,40,13.8
179,Morant Bay,JM,2022-07-25 03:24:02,17.8815,-76.4093,82.02,82,71,6.42
180,Salalah,OM,2022-07-25 03:21:08,17.0151,54.0924,75.29,100,100,3.44
181,Alofi,NU,2022-07-25 03:24:03,-19.0595,-169.9187,75.09,57,69,16.11
182,Richmond,US,2022-07-25 03:23:29,37.5538,-77.4603,82.27,74,75,8.05
183,Finnsnes,NO,2022-07-25 03:25:03,69.2296,17.9811,49.75,83,49,5.39
184,Vostok,RU,2022-07-25 03:25:04,46.4856,135.8833,69.66,85,91,2.42
185,Tinskoy,RU,2022-07-25 03:25:04,56.1525,96.9161,63.95,72,80,9.48
186,Kismayo,SO,2022-07-25 03:25:05,-0.3582,42.5454,74.88,78,44,18.81
187,Pueblo Nuevo,MX,2022-07-25 03:25:06,23.3833,-105.3833,55.6,94,73,4.36
188,Talnakh,RU,2022-07-25 03:25:06,69.4865,88.3972,56.95,75,100,31.68
189,Skara,SE,2022-07-25 03:25:07,58.3866,13.4384,61.83,89,100,3.0
190,Mollendo,PE,2022-07-25 03:25:08,-17.0231,-72.0147,58.86,87,81,5.41
191,Chokurdakh,RU,2022-07-25 03:25:08,70.6333,147.9167,71.71,31,41,11.3
192,Callaguip,PH,2022-07-25 03:25:09,18.0714,120.4867,89.62,74,75,6.91
193,Sabang,ID,2022-07-25 03:25:09,5.8933,95.3214,80.94,79,100,13.13
194,Lazeshchyna,UA,2022-07-25 03:25:10,48.2685,24.4201,51.57,94,6,1.88
195,Yichun,CN,2022-07-25 03:25:10,47.7,128.9,74.32,66,90,6.17
196,Puerto Ayora,EC,2022-07-25 03:21:04,-0.7393,-90.3518,69.55,92,100,5.01
197,San Martin,AR,2022-07-25 03:25:11,-33.081,-68.4681,55.94,89,2,12.55
198,Kiama,AU,2022-07-25 03:25:12,-34.6833,150.8667,67.37,70,46,8.01
199,Mount Isa,AU,2022-07-25 03:25:12,-20.7333,139.5,83.97,24,0,5.75
200,Jishou,CN,2022-07-25 03:25:13,28.3167,109.7167,91.83,59,57,4.23
201,Ilulissat,GL,2022-07-25 03:25:13,69.2167,-51.1,37.24,97,95,2.1
202,Kjollefjord,NO,2022-07-25 03:25:14,70.9457,27.3465,50.05,81,40,5.75
203,Trinidad,BO,2022-07-25 03:25:14,-14.8333,-64.9,81.09,47,99,3.78
204,Semey,KZ,2022-07-25 03:25:15,50.4111,80.2275,70.02,43,0,11.18
205,Praia,CV,2022-07-25 03:25:16,14.9215,-23.5087,79.34,89,40,6.91
206,Ada,US,2022-07-25 03:25:16,43.4166,-116.1262,84.29,30,0,7.0
207,Kavieng,PG,2022-07-25 03:23:12,-2.5744,150.7967,84.47,71,8,8.97
208,Sept-Iles,CA,2022-07-25 03:25:07,50.2001,-66.3821,63.12,92,100,6.91
209,Kargasok,RU,2022-07-25 03:25:17,59.0556,80.8572,53.35,97,100,8.08
210,Yeppoon,AU,2022-07-25 03:25:18,-23.1333,150.7333,71.38,70,53,8.41
211,Norman Wells,CA,2022-07-25 03:25:19,65.282,-126.8329,69.84,46,75,3.44
212,Bredasdorp,ZA,2022-07-25 03:25:19,-34.5322,20.0403,45.46,89,0,5.95
213,Wuwei,CN,2022-07-25 03:25:20,37.9281,102.6414,89.42,17,0,4.76
214,Macenta,GN,2022-07-25 03:25:20,8.5435,-9.471,66.87,100,100,1.66
215,Orange,US,2022-07-25 03:24:03,33.7,-117.7675,78.53,83,75,5.75
216,Dedza,MW,2022-07-25 03:25:21,-14.3779,34.3332,51.87,74,34,2.66
217,Munchenstein,CH,2022-07-25 03:25:22,47.5138,7.6243,71.06,74,0,6.91
218,Novooleksiyivka,UA,2022-07-25 03:25:23,46.2269,34.6428,70.32,59,56,7.49
219,Ponta Do Sol,PT,2022-07-25 03:20:25,32.6667,-17.1,83.12,35,24,3.76
220,Loa Janan,ID,2022-07-25 03:25:23,-0.583,117.095,83.98,72,71,4.74
221,Beipiao,CN,2022-07-25 03:25:24,41.7919,120.7792,86.14,54,97,7.65
222,Goderich,CA,2022-07-25 03:22:48,43.7501,-81.7165,72.91,88,18,5.75
223,Maragogi,BR,2022-07-25 03:24:37,-9.0122,-35.2225,72.27,86,56,11.97
224,Lahij,YE,2022-07-25 03:25:25,13.1667,44.5833,82.08,69,96,3.56
225,Wilson,US,2022-07-25 03:25:26,36.1501,-86.2833,84.29,75,75,9.22
226,Katsuura,JP,2022-07-25 03:25:26,35.1333,140.3,82.92,82,100,12.55
227,Lorengau,PG,2022-07-25 03:25:27,-2.0226,147.2712,85.82,67,60,9.64
228,Kanlagay,PH,2022-07-25 03:25:28,5.8757,121.2915,84.81,68,78,4.14
229,Moraresti,RO,2022-07-25 03:25:28,45.0167,24.5667,62.17,68,69,3.29
230,Kindersley,CA,2022-07-25 03:26:29,51.4668,-109.1682,66.22,72,75,8.05
231,Rio Do Sul,BR,2022-07-25 03:26:29,-27.2142,-49.6431,63.39,97,59,0.78
232,Victoria Point,AU,2022-07-25 03:26:30,-27.5833,153.3,73.44,58,3,4.0
233,Ler,SS,2022-07-25 03:25:21,8.3018,30.1418,70.12,91,99,2.08
234,Turinsk,RU,2022-07-25 03:26:31,58.0458,63.696,70.36,73,7,7.16
235,Whitefish,US,2022-07-25 03:26:31,48.4111,-114.3376,74.95,56,0,0.0
236,Gojra,PK,2022-07-25 03:26:32,31.1487,72.6866,89.26,63,88,9.01
237,Rio Gallegos,AR,2022-07-25 03:26:32,-51.6226,-69.2181,21.25,86,0,10.36
238,Grindavik,IS,2022-07-25 03:26:33,63.8424,-22.4338,48.67,93,75,2.3
239,Manzhouli,CN,2022-07-25 03:26:33,49.6,117.4333,73.33,60,98,12.39
240,Hibbing,US,2022-07-25 03:26:34,47.4272,-92.9377,54.75,56,0,0.0
241,Hofn,IS,2022-07-25 03:25:26,64.2539,-15.2082,50.11,93,100,5.3
242,Kruisfontein,ZA,2022-07-25 03:26:34,-34.0033,24.7314,49.89,80,79,2.8
243,Vila Franca Do Campo,PT,2022-07-25 03:26:35,37.7167,-25.4333,74.19,88,40,2.98
244,Zhangjiakou,CN,2022-07-25 03:26:35,40.81,114.8794,76.41,59,100,3.76
245,Ndioum,SN,2022-07-25 03:26:36,16.5129,-14.6471,75.09,64,89,13.56
246,Puerto Madryn,AR,2022-07-25 03:25:57,-42.7692,-65.0385,42.84,77,91,11.03
247,Dangriga,BZ,2022-07-25 03:26:37,16.9692,-88.2321,80.24,83,75,6.2
